"","npp_agr","soilc_agr","litc_agr","allc_agr","rh_agr","mrt_agr","litf_agr","npp","soilc","litc","allc","allc_veg","rh"
"2006",5.93143694419269,129.566300330097,9.68653425882511,139.252834588922,4.57134976991341,30.4620826665731,3.8061953394446,66.7081590327682,1584.66809318855,203.28906969908,1787.95716288763,2380.54420864693,50.4926311177965
"2007",5.97258794839964,129.510279952065,10.4003647622342,139.910644714299,5.21127469642597,26.8476817793262,3.97711881224655,65.1519013725122,1586.22903223015,204.408647307368,1790.63767953751,2383.98554054069,51.4612779195391
"2008",5.91598975663435,129.613905276034,10.5335199865586,140.147425262593,5.63556233205637,24.8684012357387,3.89281862129176,61.6325632049156,1587.67587545432,203.477440943305,1791.15331639762,2383.8678355106,51.6693063576923
"2009",5.78650117433471,129.74932341438,10.4189357840759,140.168259198455,5.81920408883665,24.087187364222,3.84357062813334,62.0666630873613,1589.14896695796,202.651487896234,1791.80045485419,2384.4091143826,51.7513328466767
"2010",5.68453952017423,129.860666022505,10.2032066996642,140.063872722169,5.88319154239083,23.8074643181258,3.78275808788907,64.9364164397709,1590.57373057427,202.559015673651,1793.13274624792,2387.66821086833,51.9730181943218
"2011",5.82958246433718,129.970781218464,10.0745543087133,140.045335527177,5.81143418540248,24.0982399626845,3.84113188904965,63.506416763542,1591.72947964229,201.831826431525,1793.56130607381,2389.19939498189,51.975066810137
"2012",5.81547102342368,130.080137697087,9.92969804789756,140.009835744984,5.85683184610111,23.905387660769,3.86577046260656,62.4938552040853,1593.15218767949,201.473422104356,1794.62560978385,2390.04846711424,51.8876156743404
"2013",5.89596522625634,130.162092073369,9.72211080429882,139.884202877668,5.97132629257334,23.4259854551316,3.86328275696383,63.7838008869917,1594.13703384956,200.774380668524,1794.91141451809,2391.70277458594,52.2970562449689
"2014",5.91213561712755,130.241913249109,9.57112248712626,139.813035736235,5.9882948903888,23.3477205607617,3.93478133199063,62.6119208534793,1594.93750795715,199.734372040375,1794.67187999753,2392.08925559786,52.320968658421
"2015",5.8565529421556,130.278614131113,9.33139347508124,139.610007606194,6.04080160233922,23.1111724563396,3.84346218551286,62.0742877718895,1595.17969750973,199.465655722693,1794.64535323242,2391.84570034641,52.51230541874
"2016",5.9193027493926,130.312614418669,9.17596983955092,139.48858425822,5.9853956618918,23.3048226279049,3.89246474966272,64.2411679285319,1595.41518980309,199.726672120301,1795.14186192339,2393.73336716093,52.4361969426226
"2017",5.86923435324598,130.317470522172,9.006977838054,139.324448360226,5.93071433898395,23.4920180600192,3.81678770390779,65.8212068914602,1596.49526254936,200.85763162289,1797.35289417225,2397.39574863803,52.3483776145942
"2018",5.98522710085571,130.357123795913,8.95521878229981,139.312342578213,5.91486219830087,23.5529312277524,3.95899179693313,67.4317201633749,1598.1826058998,202.799361955942,1800.98196785575,2402.4488727296,52.4621696013114
"2019",5.97857902073732,130.415784621585,8.88873866835408,139.304523289939,5.92786692350117,23.4999410559746,3.97394830266068,66.9142829648528,1600.25276178563,203.467072502764,1803.7198342884,2406.37757354555,52.8855078423431
"2020",6.09337219065086,130.486541190004,8.83963214973945,139.326173339744,5.95339409785078,23.4028137646795,4.0236347346286,65.8464008636661,1602.39173256109,203.149734916716,1805.54146747781,2408.97776075149,53.118506961563
"2021",6.05082733146059,130.555498378668,8.71348805516605,139.268986433834,6.00898663655819,23.1767841829656,3.98377990472021,65.4960281189425,1604.38331291309,202.746135185041,1807.12944809813,2411.05205716627,53.4148895396335
"2022",5.93846347413878,130.608392433009,8.54815235129574,139.156544784305,6.0316696082392,23.0709826337666,3.95025977805244,63.1040912487305,1605.66632616637,202.667248742385,1808.33357490875,2410.79993011274,53.4691589817446
"2023",5.78037019138483,130.602149932541,8.30159531088793,138.903745243429,6.0394441502538,22.9994254086433,3.80935555022095,64.012721212561,1606.65132611796,202.853298019527,1809.50462413749,2411.65968581489,53.5948417519404
"2024",6.15244224280109,130.597646977182,8.2993287719501,138.896975749132,5.96304964505492,23.2929430437189,4.00840578804139,70.0834817627168,1608.24111723363,204.81861026107,1813.0597274947,2418.18938955506,53.6540610761169
"2025",6.10213248320819,130.637430677796,8.27392287291737,138.911353550713,5.98727037425094,23.2011158453976,4.04219526536422,67.959286117117,1610.19158462941,205.906060573968,1816.09764520338,2422.13843860257,54.0015940615233
"2026",6.07978793987043,130.678863276469,8.19825619241189,138.877119468881,6.04705727981718,22.966066475408,4.03462363754199,65.9591465000046,1611.98803596208,205.51821347767,1817.50624943975,2423.98300443472,54.2062147817052
"2027",5.95495050561502,130.685295760592,8.01238137970807,138.6976771403,6.08164422205875,22.8059505087834,3.91129328830025,64.6169719513077,1613.37969334884,204.462940212358,1817.84263356119,2424.28855950772,54.3894964213353
"2028",5.86986026764259,130.66859926289,7.84300700626562,138.511606269156,6.02621841761388,22.9848300659504,3.87451149994542,63.5881276805393,1614.18703993944,203.974501030053,1818.16154096949,2424.00804080967,54.2551384298483
"2029",5.94511124650332,130.614565168879,7.70763820111377,138.322203369993,6.02419112987632,22.9611246369656,3.87364502481738,66.7728802120555,1614.97730185669,204.629999101329,1819.60730095802,2426.98827515882,54.40572010687
"2030",6.06081588213907,130.58187995585,7.73371062429571,138.315590580146,5.8850218784963,23.5029866389363,3.96386150567814,71.2479657232344,1616.83602587894,207.884738031073,1824.72076391001,2434.49505160912,54.0675542753233
"2031",6.12817784165833,130.60155440643,7.76713964293833,138.368694049368,5.8877297119748,23.5011966952127,4.02104042525429,68.0779079829031,1619.18349976778,208.727670486925,1827.9111702547,2438.17789080949,54.3258170776505
"2032",6.26462768617346,130.653252976041,7.80106509493948,138.454318070981,6.02128377412972,22.9941526200519,4.14142714184039,67.0901432790745,1621.69228954128,208.253212532723,1829.94550207401,2440.59495680041,54.8440620042483
"2033",6.02466083359362,130.682579613094,7.6518721096832,138.334451722777,6.06350152606134,22.814284968546,3.9612733760402,64.9248203696882,1623.50623351876,207.475367328104,1830.98160084686,2441.17210559972,54.8338475617931
"2034",6.21495048300894,130.713337913241,7.63523349868702,138.348571411928,6.05171170862867,22.8610644513465,4.09297379257377,66.551289070992,1625.18552727343,206.837644374191,1832.02317164762,2443.07102913281,54.9990276648267
